|user_idh|post_idh|Self-direction|Stimulation|Hedonism|Achievement|Power|Security|Conformity|Tradition|Benevolence|Universalism
863|54a472cae6205e8470e43d3ae6b5d644d01bf44dcddfb55e7eca8312e1a25a92|bb31e13d138151c1e5efb3b0d4725d6e4cf87c33cadfb13a4616aa6d0ed56396|1,1,1,1,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,1,0|0,0,0,0,0
864|68c12707a7b8003387b6e68e3e8ff2fc997369bf76f8aa1378a4ca6c9017c019|e5317589334b9a4190dc71b821466078bfe1aa92dacd43f389a0d0975bb0963e|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,0,0|0,0,1,0,0|0,0,0,0,0
865|1b907c03239636a72631ea4dba44e67e94bbc9878aada8ed79832d0a3f736ef0|9b6fc0d27bf34ca87c4b0ddb5fff31592d70ad91572d71802dcd909a962dcc54|1,1,0,0,1|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
866|b012cd36daddab22ff07724a1cd777cc2f1a3bafd6d53e1d71382bfb242b0a4b|6b7694c68b404fa531ef1ce92ee9f26acd57df695765613204ab75a4c0fee3bd|0,0,0,0,0|0,0,0,0,0|1,1,1,1,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
867|5c6742fd637944e9462729a548eb7bb12999bcd7ac3e2befc2e643ecd339bc4d|87270ea4d597dd41b1830c2504ebc1cb5fbe4d2fc41820743eb7d288b6199692|0,0,1,1,0|0,0,1,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,0,0|1,1,0,0,1|0,0,0,0,0|0,0,0,0,0
868|037ac1a52867694fab6593030904267f5b6d43318f1464d423e4f71d01e63f7f|f9905a3db55f3f874da99491582a6c71c55ed4a3ad8c3d8ba22c73566b23d09a|1,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
869|471e5d7c692876e27c42aedc419dce06d22a8f2d2e04db849eda8e0f407a3eb1|7179f95570967c7cd7ae57e8c4890266104992b2f5d87037d572c64883ea2286|1,0,0,0,0|0,0,0,0,0|0,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
870|47b57a3f80319568d6196ed6a1e449c6e5620fe6f3e2b2b26c114d2b2efbd025|51ceda055469d5a0e52b062eee744f5f9229a962af5c7e820a2339f16361be41|0,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|1,1,1,1,1
871|17f0e2f04ae1d4fd2e05e24188783410f77d4097572cb78e3e663c2c3addeb94|09ebae2ee5c4f7a7cfe1427219e0242832718d413f6c42361521f188239ae683|1,0,0,0,0|0,1,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
872|96f3db86ec0a3f1d55209bb78592f415ab1e1ea5c41e4ad3ad018273bf7045a4|51ceda055469d5a0e52b062eee744f5f9229a962af5c7e820a2339f16361be41|0,0,0,0,0|0,0,1,0,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
873|c6ce3994fcc4da701e77b14f4d0c6ea7cb16b9af2d6dd2237ec52ce6c5d18d7a|451475081033d2421ed5f2289237ea1f970ae5542cf3556265f6bfd62339f496|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,1,1,0|0,0,0,0,0|1,0,0,0,1|0,0,0,0,0
874|5b10b897807a8abb64e8c5c2283f2584a5ba210c1ddec78a5d7830bd1c22b583|6c5a0a1883ab249384b278427ccf65c5258782388d988f11ef040eaa881d4fee|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
875|ee29219724d0ca298513dfffb264d6826413ca25a9b40a091dd4bfd944496855|ca55142caef4c41be2e9dbc9434b48e3d1897ef37e61165cfa1b9d83d9287492|0,1,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
876|adfd67d1e79b7cf36f5cb603bb9f5772b69290a0e08a4f75a94c9194a9444197|552d728151a54751268403e00bf6aa3d0e03f76f069c5ebad69e4da835b127d0|0,0,0,0,0|1,1,1,1,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
877|5f54f9e76cd0d9dd64666fdecf056fa5b4124edf9131e0bb114efd2db4cc32a3|c11fddcfde6fcb703cf54711bedb675152a4932104246287cc4bcb581d69467e|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,1,0
878|4380f449d919855f73b8f61beefe24fcf3ae6c90c27e9a71b45eb8d0cf8360cd|5cbe8c64eca7017e987b22d60e5c7d9a502eeef97ba842c64f384c6850818cc9|1,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,1
879|a65d70b0f3496b21205dfc5d907524080d8ed948102942c98a03dc9673db1555|77ccade2f5bcba6f02e33ee142c7475e57b48c7b5cede2862a005efbffb5356f|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
880|c7accd4e42f15716d64eac9115ed28add80763be4c35f8863d1a2ceb74960c91|f1f564c7a962b17e1e35c52b2c8cc6bd855cfe4032c4cfcd02d16798d6196335|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
881|995b84c7275afb4c7d49aa0554c6cf0957f2f59032a85befbf2feb564d0596eb|3d4fc36750110b34996941c93abb9f70427380804ed8dac43e686d6eb528136d|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|1,1,0,1,1|1,1,1,1,1|0,0,0,0,0
882|b8a8ff2ef7dd3fe52272d81efe6a0981f1ac53eb27e47338704e4c69801325d2|243452d1370df52df544f1c0124afa7d1f472c54e53e58102e50df399daaab48|0,0,1,1,0|0,0,0,0,0|0,0,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,0
883|c32c84fde1d62c1920e8d7f3d1698065ec256afcef9090a47011919c33c45ab8|e94f4f7cce58732c86fde6a636c5c6801b065960e321abb932addb1eadc1ff15|0,1,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
884|c22938fc81157d4e8445cfcb9a77c7734d48099c565c7d684893335803d93a31|3d92cd545bbf146ea9975c9324a6a03ae50498e2e042070bf871c6f2b14710d4|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,1,1,1,1|0,0,0,0,0
885|758ca2b81daaf73f79e265dfc26ecd7291aa6b6a8cd31e2ef9ef97d111caccdf|fc0cadd221cc2252abb8ab1427d6a2eae03010353c50dd7f6ac002ebedd3cda2|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|1,1,0,1,1|1,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
886|18ddf841b0745fe0562f5fd8cf97ce1b00f39a0ec83ace2ea095bbb836c4f9f1|77ccade2f5bcba6f02e33ee142c7475e57b48c7b5cede2862a005efbffb5356f|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
887|181257e5b88c60b4846dd68f06c3e25c440860c4b17f14cf7cfe5a0d9c34d2df|8e8ef44aba3341296a68062881840103a7d78b50e50b491bc34c0c17bf85935f|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,1,0,0
888|2d7359ae49e9d1caa9d66b2cfdca1a502105d1997b09e23bbced218fd9bbac24|580294fa0a8ce1b5062200723aee6333445a5a7b3eb026451d53c5dcf61cd3fe|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0
889|31a6bce7716ecf164b950e7e144fcad6c681df1ccacc86cafe01f21fe7f7d1fb|390466aab6c9b6429182a2c056083963b61d88c4a37fe6e1b80645a4ae8f179d|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,1|1,1,1,1,1|0,0,0,0,0
890|ea374a0d016945d77047feafd708a70d4b61e0e2ec1eb52b22e80c34d3d95329|88c7bd289e003c88fa8ab00b8786ea6b8f459d0c95842e4bbec0b399f6600b08|0,1,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|0,0,0,0,1
891|642ea7aa3a69e5a5113126be264470cdbaf597cb12ef11f23abb976f4416632d|77ccade2f5bcba6f02e33ee142c7475e57b48c7b5cede2862a005efbffb5356f|1,1,1,0,1|0,1,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
892|5dbb0e0d34ec54dd4906c18f724e749959a8cc4c0e05d2c1f2d84a71616e54b2|191e1f0c9be2465b4987c7e3bf010bd9d54785a289b1329368896c23b0accfe6|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
893|92c9ab5b98c0229e2100780a6058ac57303220dc2c01cf3104531908bd245869|1c5f1a72ded74356b0ab543861c9b5f4d4e1eaa0239f408e99c96bc1721afd81|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
894|cf09c4d5f30d8772088e3a5d36bbb020e6f0176dc9bdde9c9c11016d7b12bdfe|39cf2ec97b376a08ae741574940af68e521cbbe6b76ad739b09601011a68e21b|0,0,0,0,0|0,1,0,0,0|1,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,1,0|0,0,0,0,0
895|3a4240c48a800ffc3085f4403e55bdba0a255a96b3c7549b7e235617877d8636|ca2d0d117e57e2f08101f19064ce5fefbeec616d56cc35edfce14db4a64f5cb1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|1,0,1,1,1|0,0,0,0,0
896|5bc4173c878e7e979219bbbf68a4935d9a9c3b23ce88e96f0940b1db88924079|9c6723265fd7444fb41dbc81b6f10faecba3b990ac627cd510bb5079769008c3|0,1,0,0,0|0,1,0,0,0|0,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,0,0|0,0,0,0,0
897|7db38560c64d56c5f28a1cb638db6cbe9aac02f46304ce56c05ac047a2b14414|5e7df6cd0bd1029d78bacf6df7098e881ff90d8d682effd24a4d4aadbce257c6|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|1,1,1,1,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
898|3ba11815b16f9852c66e1e55dcc8dfb0c45da3ca4d5993b11e4414c98818fd17|64c62bafcc37a87534ecec33e9f0d9f7f91d7c8e6460607afcc1c07feb3997e4|1,0,0,0,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,0,1
899|c72afa1d164448defdba7d6e08d6749b0054b109222b258cbdd0cff8e1643411|fdd3d2fe204161f61fc36891593f44edd51f260b2e0e2b5c4483d35b078c2dc6|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|0,0,1,0,0|1,0,1,1,1|1,1,0,1,0|1,0,0,0,0
900|991b4e7f81b2dbe0b1b62ddab485a244397996746f152e8ebf0d125fee8c04d3|5f9eeb1f57f0a6758a120b1b7bd99d0dde53af61b50e92a5f179318c83e20b73|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
901|fe69f36305ac7a7f87c245ebe0dd077913d2a86ed48d97257eac199f7c4237e1|d14eb2e420c1ee3793efda538028528d19b1d8a2c8b561ff8304b4f6bc4b9fa8|0,0,0,0,0|0,0,0,1,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|0,0,0,0,0|1,1,0,0,0|0,0,0,0,0
902|bb2d256125f05a81a2ede906ae9b9e29b30d6c91c4ab775071d776d8f7acc2f8|7ee4e666956636adefbc99ba2d13ccc97587b47b6ad9b4783133bbc6e752e1d3|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
903|4be739fb82ba534160ed1131bf8371342dcf29cc3f466f43c65c5e4b2ffc4c10|c29f7f665f7aec35ed13df949a4ba6f60dbe62f7a8513441cc0643c5e2e8ae7a|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1
904|a4fb72e1bb9fc266e00a551d5148145fc958fe20852ec5854f60ece1b5b80f05|7af55a9ac37a4d269274c59e98f432c8849466bef140aefa62031e197653fbaf|1,1,1,1,1|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
905|550289cfba9121b415c98312bdee040438b60ff52d8a0c5cc29f27753a947709|7af55a9ac37a4d269274c59e98f432c8849466bef140aefa62031e197653fbaf|1,0,0,1,1|1,1,1,0,1|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
906|f31b5b13b1b11c499bec74e90fbaade5f781cfb78fb1b369ffdddace1f34f61c|a310aea43d806604a8d7203c347268a62c66d7e48cd73042d1bd5d069d1c6747|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
907|f397740fab2e570cbecda9c9522dbef3660f6ec4f1cc29643f30e7fe2481eb82|3f26e05ad9a49f60b7e0cc328ee31d3a09385839e2e301ce73be3c83cf913faa|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
908|e59b3f49e2aca238da8bd8548ee839ddc52e226f32be9db540f865b513805aaa|0f636293986176aa2b7a378822382c5d2a77b98e659245a911b7b5357ede73f2|1,1,1,1,1|1,1,1,1,1|1,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
909|17e05f420959e0b6db3969f9b10437faf9e060b4009536a0ab6f77fe3f8c244e|1f13e99c2669025dde9330de07582ee6865a52b981a4a4e17e6b4849637122cb|1,0,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
910|ec62014095667279b1397d69cc964fa87a0391be53217e51fb4d7a5ba24e4d5a|f95eb7cd428a348c7a87374db003088d03281dabb94c42c1de014e8ac8c83104|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|0,0,0,0,1|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
911|28b82baa5b3b8d6879646d49ea986530ccb4f98e27e5bcc548d2647c77c52a70|6e40294495e09afe9a0c14a128089f5c180786b89ff45dc7ea66476af53ecb99|0,0,0,0,1|0,1,0,0,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,0,0
912|2e0aab935475d55af74e26e4f0a9c548ec6e1061c29d13a806ea31304e429961|cd5b218cddedc09f82a45cd1ce64314d9359a97c27dcac0b1e51a0891299f20e|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,1|1,1,1,1,0|0,0,0,0,0
913|41a0be9841b3cc99e8816c89bdd405f04105a1ed79fd0246a57d57d97a9c9eb2|ffc8662607b2d90655e881343beeda4e8f844fb04760e9423dc76c2292a55eb8|0,0,0,0,1|1,0,0,0,1|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
914|a9462e70d036f701b68aa39f0a93161d44ce997d24ca94d38bb9725d6ceac712|59e781c08059d1c514b77f1976b63c66d8860993fd4016447c33d67f6edf3608|0,0,0,1,0|0,0,0,1,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
915|de984463e2300c3872fab8f5fc389b540141bb577e9919c7bf5eab96e7981d7e|c29f7f665f7aec35ed13df949a4ba6f60dbe62f7a8513441cc0643c5e2e8ae7a|0,1,0,1,0|0,1,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
916|d902417835980a64b273e7cfbb35155bbea9bd0dc6b39e984abdde1d156a69ae|91f9ff0a4e86fef76b6aa7fe7eabb3a686c1fd09201271d19746b67004da558c|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,0|0,0,0,0,0|1,0,0,0,0|1,1,1,1,1|0,0,0,0,0
917|a933c95aedad17d0c42b43eaa30b8f51afe4228130c4c993f43f022218c851fb|dab970d784716e9491a3069bd456d57729c582f7cf5b2931ae04cbaf625f7037|0,0,0,1,0|0,0,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,1|0,1,1,0,1
918|c87ac2608ff2cd0145f8da6933115baf0ce819443abf4759d628a4f35e1d4009|d19521011893c8dad65303d376c2a2661fb88fa1bc8e147793f1025c00a46ece|0,1,0,1,1|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
919|6cde753f19c4b8b37b41b4ea404d03d7f38fdef1afa1a78e3a4feff40d737314|25cded789b82b02cf7616b81948fa867ddb90ad40816f80a47537421d7020e05|1,1,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
920|80761f06cb995aff3cc42b01563dd7d2a1d7a008687876447ada2e1f5891bae7|27243af3771680d661fd1f424a33eb0a89989b30193614d9460ba830efce53f8|1,1,1,1,1|0,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
921|8e3f418156e910391d691350dbc47fc855a33c8d25cb85ceb04428961efe8122|db0938c1d40cc19e28bccbdde2299c859010591a24d558eeefe51490235afd1c|0,0,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,1,0|1,1,0,1,0|0,0,0,0,0|0,0,0,0,0
922|b2319b7412e9fc3432e21fe4057dceb19b34d90c5a99f0509285eb581658fa00|6580c633f8db2a88301558610b1db5b4a355f2ac1241d2ea63e2ba12c5f23562|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,0,0|1,1,1,1,1|0,1,1,0,1|1,1,1,0,0
923|ee87925d23f6026cd7279c458f3b598a6100067391100da51c145121544b7ab0|8b245a04c138105e7c29403b3d9d101973aab9aa9c1db618f2ece51fb92f4270|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,1,0|0,0,0,0,0|1,0,1,0,0|0,1,1,0,1|0,0,0,1,1
924|eda4a713316b18ac9fe7d60247569b697546661afbdbc50c1648aa83c37c8da7|6df8895f9a911a957ecbcf40de3ab716cff2993584d8b5052aecab4076a19718|1,1,1,1,1|0,1,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1
925|05989266c6da17316b04c8e22bea4a4e930f382a9576c5428a73dc8232b1d548|b42fdeb4be8a75ae0f70f2358a9a75cd09b3952cf8b629a2d9ecde6248f932da|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,0,1,1|0,0,0,0,0|0,0,1,0,0|1,0,0,0,0|0,0,1,1,1|0,0,0,0,0|0,0,1,0,0
926|d908790b8273b6ceee9e4d7932cc66769a48174c3d9c99e29dc09836baf271e6|11a4f92e17cdf68a05c136c029b0cb38da97a05f8f1da2cdb0cb36014879dc4b|1,0,0,0,0|1,1,0,1,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,1,0,0,1|0,0,0,0,0|0,0,0,0,0
927|815e77acb6582e9dabcab56ea5a07ade0bca8984fcdf7ad55f2a65629315410a|c37203a8e840d47a1966d327023bdede82cdc52ed1a94a28a0dca116c14c5f59|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,1,0,1,0|0,1,0,0,1|0,0,0,0,0|0,0,0,0,0|0,0,1,0,1|0,0,0,0,0
928|231c00466a106aa24cc1240f27cea70ada13ba72a8922c5c22210053d0bdb330|eed5660f2d2794018d7d7c6fa6b9a4fac0e5a422589050eb2ddb35caf252100a|0,0,1,0,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|1,1,0,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
929|226ecba8d912a856c0fc5a4e9f100be6437f46ad69e40f57d6a0e1f8ddd42dd4|fcee6b7eda117f6af8abe5c0af89b8f2a1592b91e7757c926af4954e400dddec|0,1,0,0,0|0,1,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
930|ef731f353b4ccab599aca970b4ef118ee4fce19cac5b98787f6321f42f016d93|3f26e05ad9a49f60b7e0cc328ee31d3a09385839e2e301ce73be3c83cf913faa|0,0,1,1,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
931|5f13b7cbee82e44d615f505381d81dba9461e9d3ee54d337a29289194e5fe0fe|59e781c08059d1c514b77f1976b63c66d8860993fd4016447c33d67f6edf3608|0,0,0,0,0|0,0,0,0,0|0,1,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,1,1,0|1,1,1,1,1|0,1,0,0,0
932|6740472841b02308042e4b31c28086e4b3e2ec03bacea867bf71a9905f52f7e0|4f8185bb38c9fe7edf9426bd4ae495567951d45e1c3dd255c3d0cc6a1363a977|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,1,0,0
933|5525302907b61a7aed5b377b3718fc4dc2752f6df574eec29a3d681c58971a8c|3d4fc36750110b34996941c93abb9f70427380804ed8dac43e686d6eb528136d|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,0,1|0,0,0,0,0|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
934|c562950493d03d0ed23e2929ee0597bb58137db550e021906289b5194b05984c|706bfabd61e2c7e10c2c76d456ccc1c81ffc97740f4c6a3416524f05edfca6a2|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,0,0,1,1|1,0,1,1,1|0,1,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
935|3ab946a909fa85ec7caeacde6bfda958f3f65b4da8df9b97924ab2bac2ff9172|b2836bff3d24f6c7e11d6f944b4218429db873dc18323738d9dcf9133e624531|1,1,1,1,1|1,1,1,1,1|0,0,1,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0
936|46d93c345f657a62c185e8fc8b373ada2eab0b8cc445794a434db7452088f549|233353cc3ba40c63042be55f309a7c6ab7e86f5cf67a1635f9c98ca4fcb7db22|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|0,0,0,0,0|1,1,1,1,1|0,0,0,0,0
